name,opening_hours,amenity,tourism,shop,healthcare,leisure,sport,craft,building,geometry
F.T.Q.,"Fr-We 9:00-15:00, Th 9:00-19:00",,,,,,,,yes,"LINESTRING (-73.63802 45.5469498, -73.6388223 45.5471761, -73.6389781 45.5468927, -73.6384316 45.5467253, -73.6384571 45.5466811, -73.63825730000001 45.546622, -73.63802 45.5469498)"
Banque Nationale,"Sa-Su closed,Mo-Tu 10:00-15:00, We 10:00-17:00, Th 10:00-20:00, Fr 10:00-16:00",bank,,,,,,,yes,"LINESTRING (-73.6537672 45.5679392, -73.65369990000001 45.56804, -73.653952 45.5681308, -73.65403120000001 45.5680451, -73.6537672 45.5679392)"
Renaud-Bray,Mo-Su 9:00-21:00,,,books,,,,,yes,"LINESTRING (-73.6548117 45.5660586, -73.6549541 45.5658404, -73.65524189999999 45.5659324, -73.65509950000001 45.5661507, -73.6548117 45.5660586)"
Costco Gasoline,"Mo-Fr 10:00-20:30, Sa 09:00-18:00,Su 10:00-17:00",fuel,,,,,,,,"LINESTRING (-73.47808360000001 45.4339375, -73.4777713 45.4338271, -73.4778244 45.433753, -73.47813669999999 45.4338635, -73.47808360000001 45.4339375)"
SAQ,Su 12:00-17:00; Mo-We 10:00-18:00;Th-Fr 9:30-21:00;Sa 9:30-17:00,,,alcohol,,,,,commercial,"LINESTRING (-73.6023704 45.5367702, -73.6021032 45.5366516, -73.6019599 45.53681, -73.6019368 45.5368356, -73.602204 45.5369541, -73.6023704 45.5367702)"
Bibliothèque Raymond-Lévesque,Mo 13:00-21:00; Tu-Th 10:00-21:00; Fr 10:00-18:00; Sa 10:00-17:00; Su 12:00-17:00,library,,,,,,,civic,"LINESTRING (-73.4029578 45.4909053, -73.4025848 45.4913162, -73.402112 45.4910229, -73.4024211 45.4906768, -73.4029578 45.4909053)"
Bicycle Fiset,"week 36-11 Mo-We 10:00-17:00, Th-Fr 10:00-18:00, Sa 10:00-16:00;week 12-25 Mo-We 9:30-18:00, Th-Fr 9:30-21:00, Sa 9:30-17:00;week 26-35 Mo-We 9:30-18:00, Th-Fr 9:30-21:00, Sa 9:30-15:00",,,bicycle,,,,,yes,"LINESTRING (-73.66521299999999 45.5588548, -73.66512350000001 45.5588331, -73.6651945 45.5587186, -73.6652745 45.5587422, -73.66521299999999 45.5588548)"
McDonald's,24/7,fast_food,,,,,,,retail,"LINESTRING (-73.7872655 45.5768422, -73.7868776 45.5768951, -73.7868659 45.5768487, -73.7867846 45.5768599, -73.7867622 45.5767781, -73.7868459 45.5767698, -73.7868423 45.5767557, -73.78722860000001 45.5766996, -73.7872655 45.5768422)"
McDonald's,24/7,fast_food,,,,,,,retail,"LINESTRING (-73.8673452 45.4610144, -73.86727639999999 45.460937, -73.8672193 45.460962, -73.86714259999999 45.4608757, -73.8672612 45.4608238, -73.86731260000001 45.4608815, -73.8676713 45.4607245, -73.8677594 45.4608234, -73.867572 45.4609054, -73.8675827 45.4609175, -73.8675229 45.4609437, -73.86751839999999 45.4609386, -73.8673452 45.4610144)"
Tonic Resto Bar,08:00 - 03:00,bar,,,,,billiards,,yes,"LINESTRING (-73.8719734 45.4734861, -73.8720477 45.4733397, -73.8717115 45.4732404, -73.871623 45.4733869, -73.8719734 45.4734861)"
Bucarest Charcuterie & Pâtisserie,Su 07:30-14:00; Mo-We 07:30-18:00; Th-Fr 07:30-20:00; Sa 07:30-18:00,,,supermarket,,,,,retail,"LINESTRING (-73.6258763 45.481844, -73.62614929999999 45.4815537, -73.62598060000001 45.4814757, -73.6257076 45.481766, -73.6258763 45.481844)"
Parc des Meubliers,Mo-Su 06:00-24:00,,,,,park,,,,"MULTIPOLYGON (((-73.5704286 45.4863825, -73.57005839999999 45.4862041, -73.5694694 45.4868577, -73.56898440000001 45.4876812, -73.5692282 45.4878002, -73.5704286 45.4863825)))"
Marché Métro,Mo-Su 8:00-23:00,,,supermarket,,,,,yes,"MULTIPOLYGON (((-73.6372765 45.5583766, -73.6364593 45.558042, -73.6361091 45.5584612, -73.6369263 45.5587959, -73.6372765 45.5583766)))"
Desjardins - Caisse Centre-Nord de Montréal,"Lun-Ven 10:00-15:00, Jeu 10:00-19:00",bank,,,,,,,yes,"MULTIPOLYGON (((-73.63744440000001 45.5581845, -73.63711259999999 45.5580446, -73.63700830000001 45.5581659, -73.63733999999999 45.5583058, -73.63744440000001 45.5581845)))"
F.T.Q.,"Fr-We 9:00-15:00, Th 9:00-19:00",,,,,,,,yes,"MULTIPOLYGON (((-73.6389781 45.5468927, -73.6384316 45.5467253, -73.6384571 45.5466811, -73.63825730000001 45.546622, -73.63802 45.5469498, -73.6388223 45.5471761, -73.6389781 45.5468927)))"
Banque Nationale,"Sa-Su closed,Mo-Tu 10:00-15:00, We 10:00-17:00, Th 10:00-20:00, Fr 10:00-16:00",bank,,,,,,,yes,"MULTIPOLYGON (((-73.65403120000001 45.5680451, -73.6537672 45.5679392, -73.65369990000001 45.56804, -73.653952 45.5681308, -73.65403120000001 45.5680451)))"
Renaud-Bray,Mo-Su 9:00-21:00,,,books,,,,,yes,"MULTIPOLYGON (((-73.65524189999999 45.5659324, -73.6549541 45.5658404, -73.6548117 45.5660586, -73.65509950000001 45.5661507, -73.65524189999999 45.5659324)))"
Costco Gasoline,"Mo-Fr 10:00-20:30, Sa 09:00-18:00,Su 10:00-17:00",fuel,,,,,,,,"MULTIPOLYGON (((-73.47813669999999 45.4338635, -73.4778244 45.433753, -73.4777713 45.4338271, -73.47808360000001 45.4339375, -73.47813669999999 45.4338635)))"
SAQ,Su 12:00-17:00; Mo-We 10:00-18:00;Th-Fr 9:30-21:00;Sa 9:30-17:00,,,alcohol,,,,,commercial,"MULTIPOLYGON (((-73.6023704 45.5367702, -73.6021032 45.5366516, -73.6019599 45.53681, -73.6019368 45.5368356, -73.602204 45.5369541, -73.6023704 45.5367702)))"
Bibliothèque Raymond-Lévesque,Mo 13:00-21:00; Tu-Th 10:00-21:00; Fr 10:00-18:00; Sa 10:00-17:00; Su 12:00-17:00,library,,,,,,,civic,"MULTIPOLYGON (((-73.4029578 45.4909053, -73.4024211 45.4906768, -73.402112 45.4910229, -73.4025848 45.4913162, -73.4029578 45.4909053)))"
Bicycle Fiset,"week 36-11 Mo-We 10:00-17:00, Th-Fr 10:00-18:00, Sa 10:00-16:00;week 12-25 Mo-We 9:30-18:00, Th-Fr 9:30-21:00, Sa 9:30-17:00;week 26-35 Mo-We 9:30-18:00, Th-Fr 9:30-21:00, Sa 9:30-15:00",,,bicycle,,,,,yes,"MULTIPOLYGON (((-73.6652745 45.5587422, -73.6651945 45.5587186, -73.66512350000001 45.5588331, -73.66521299999999 45.5588548, -73.6652745 45.5587422)))"
McDonald's,24/7,fast_food,,,,,,,retail,"MULTIPOLYGON (((-73.7872655 45.5768422, -73.78722860000001 45.5766996, -73.7868423 45.5767557, -73.7868459 45.5767698, -73.7867622 45.5767781, -73.7867846 45.5768599, -73.7868659 45.5768487, -73.7868776 45.5768951, -73.7872655 45.5768422)))"
McDonald's,24/7,fast_food,,,,,,,retail,"MULTIPOLYGON (((-73.8677594 45.4608234, -73.8676713 45.4607245, -73.86731260000001 45.4608815, -73.8672612 45.4608238, -73.86714259999999 45.4608757, -73.8672193 45.460962, -73.86727639999999 45.460937, -73.8673452 45.4610144, -73.86751839999999 45.4609386, -73.8675229 45.4609437, -73.8675827 45.4609175, -73.867572 45.4609054, -73.8677594 45.4608234)))"
Tonic Resto Bar,08:00 - 03:00,bar,,,,,billiards,,yes,"MULTIPOLYGON (((-73.8720477 45.4733397, -73.8717115 45.4732404, -73.871623 45.4733869, -73.8719734 45.4734861, -73.8720477 45.4733397)))"
Bucarest Charcuterie & Pâtisserie,Su 07:30-14:00; Mo-We 07:30-18:00; Th-Fr 07:30-20:00; Sa 07:30-18:00,,,supermarket,,,,,retail,"MULTIPOLYGON (((-73.62614929999999 45.4815537, -73.62598060000001 45.4814757, -73.6257076 45.481766, -73.6258763 45.481844, -73.62614929999999 45.4815537)))"
Le Cartet Resto Boutique,Mo-Fr 7:00-19:00; Sa-Su 9:00-16:00,,,,,,,,yes,"LINESTRING (-73.555368 45.4994659, -73.55553039999999 45.4992197, -73.55545239999999 45.499188, -73.5552744 45.4994345, -73.555368 45.4994659)"
Bibliothèque Marc-Favreau,Mo 10:00-19:00; Tu 10:00-20:00; We-Th 13:00-20:00; Fr 13:00-19:00; Sa-Su 10:00-17:00,library,,,,,,,civic,"LINESTRING (-73.5969697 45.5320621, -73.59705889999999 45.5321052, -73.5971883 45.5319646, -73.597274 45.5320054, -73.5973023 45.5319794, -73.59734520000001 45.532001, -73.5974396 45.5319051, -73.59747 45.5318742, -73.59734520000001 45.5318159, -73.597364 45.5317962, -73.5971843 45.5317248, -73.5970329 45.5316109, -73.5969778 45.5315751, -73.5969054 45.5316543, -73.5969496 45.5316853, -73.5969308 45.5317116, -73.596892 45.5316928, -73.5967954 45.5317755, -73.5968785 45.5318234, -73.59690000000001 45.5318075, -73.5969898 45.5318476, -73.5971146 45.5319033, -73.5969697 45.5320621)"
Metro,Mo-Su 08:00-23:00,,,supermarket,,,,,yes,"LINESTRING (-73.6292734 45.484753, -73.6289524 45.485109, -73.62838139999999 45.484856, -73.62870239999999 45.4845, -73.6292734 45.484753)"
Maison Publique,"We-Fr 18:00-22:30; Sa,Su 18:00-22:30,10:30-14:00",restaurant,,,,,,,yes,"LINESTRING (-73.5787191 45.5336754, -73.5788144 45.5335705, -73.57873360000001 45.5335333, -73.5786363 45.5336371, -73.5787191 45.5336754)"
St-Hubert,11:00-24:00,restaurant,,,,,,,yes,"LINESTRING (-73.33208569999999 45.5771695, -73.33167950000001 45.577195, -73.3316674 45.5771022, -73.3316422 45.5769379, -73.3320465 45.5769026, -73.33208569999999 45.5771695)"
Le Cartet Resto Boutique,Mo-Fr 7:00-19:00; Sa-Su 9:00-16:00,,,,,,,,yes,"MULTIPOLYGON (((-73.55553039999999 45.4992197, -73.55545239999999 45.499188, -73.5552744 45.4994345, -73.555368 45.4994659, -73.55553039999999 45.4992197)))"
Bibliothèque Marc-Favreau,Mo 10:00-19:00; Tu 10:00-20:00; We-Th 13:00-20:00; Fr 13:00-19:00; Sa-Su 10:00-17:00,library,,,,,,,civic,"MULTIPOLYGON (((-73.59747 45.5318742, -73.59734520000001 45.5318159, -73.597364 45.5317962, -73.5971843 45.5317248, -73.5970329 45.5316109, -73.5969778 45.5315751, -73.5969054 45.5316543, -73.5969496 45.5316853, -73.5969308 45.5317116, -73.596892 45.5316928, -73.5967954 45.5317755, -73.5968785 45.5318234, -73.59690000000001 45.5318075, -73.5969898 45.5318476, -73.5971146 45.5319033, -73.5969697 45.5320621, -73.59705889999999 45.5321052, -73.5971883 45.5319646, -73.597274 45.5320054, -73.5973023 45.5319794, -73.59734520000001 45.532001, -73.5974396 45.5319051, -73.59747 45.5318742)))"
Metro,Mo-Su 08:00-23:00,,,supermarket,,,,,yes,"MULTIPOLYGON (((-73.6292734 45.484753, -73.62870239999999 45.4845, -73.62838139999999 45.484856, -73.6289524 45.485109, -73.6292734 45.484753)))"
Maison Publique,"We-Fr 18:00-22:30; Sa,Su 18:00-22:30,10:30-14:00",restaurant,,,,,,,yes,"MULTIPOLYGON (((-73.5788144 45.5335705, -73.57873360000001 45.5335333, -73.5786363 45.5336371, -73.5787191 45.5336754, -73.5788144 45.5335705)))"
St-Hubert,11:00-24:00,restaurant,,,,,,,yes,"MULTIPOLYGON (((-73.33208569999999 45.5771695, -73.3320465 45.5769026, -73.3316422 45.5769379, -73.3316674 45.5771022, -73.33167950000001 45.577195, -73.33208569999999 45.5771695)))"
Charcuterie saucisses polonaises inc.,09:00-18:00,,,butcher,,,,,yes,"LINESTRING (-73.55517399999999 45.5355158, -73.55530760000001 45.5355634, -73.55538989999999 45.5355928, -73.5554113 45.5355618, -73.5553805 45.5355496, -73.5553872 45.535543, -73.5553443 45.535527, -73.55535879999999 45.5355078, -73.55520749999999 45.5354528, -73.55517399999999 45.5355158)"
Charcuterie saucisses polonaises inc.,09:00-18:00,,,butcher,,,,,yes,"MULTIPOLYGON (((-73.5554113 45.5355618, -73.5553805 45.5355496, -73.5553872 45.535543, -73.5553443 45.535527, -73.55535879999999 45.5355078, -73.55520749999999 45.5354528, -73.55517399999999 45.5355158, -73.55530760000001 45.5355634, -73.55538989999999 45.5355928, -73.5554113 45.5355618)))"
Machiavelli,"Tu-Th 17:30-21:30; Fr-Sa 17:30-22:00; Su 10:30-14:00, 17:30-22:00",restaurant,,,,,,,yes,"LINESTRING (-73.5696571 45.4785279, -73.5695566 45.4784667, -73.5697282 45.4783633, -73.5698167 45.4784357, -73.5696571 45.4785279)"
Machiavelli,"Tu-Th 17:30-21:30; Fr-Sa 17:30-22:00; Su 10:30-14:00, 17:30-22:00",restaurant,,,,,,,yes,"MULTIPOLYGON (((-73.5698167 45.4784357, -73.5697282 45.4783633, -73.5695566 45.4784667, -73.5696571 45.4785279, -73.5698167 45.4784357)))"
Restaurant Thaïlande,"Su-Mo 17:00-22:30; We-Th 11:30-14:00,17:00-22:30; Fr 11:30-14:00,17:00-23:00; Sa 17:00-23:00",restaurant,,,,,,,yes,"LINESTRING (-73.6030095 45.5262645, -73.6028596 45.5261949, -73.6029103 45.5261386, -73.6029277 45.5261386, -73.60294380000001 45.5261208, -73.6030859 45.5261875, -73.6030095 45.5262645)"
Restaurant Thaïlande,"Su-Mo 17:00-22:30; We-Th 11:30-14:00,17:00-22:30; Fr 11:30-14:00,17:00-23:00; Sa 17:00-23:00",restaurant,,,,,,,yes,"MULTIPOLYGON (((-73.6030859 45.5261875, -73.60294380000001 45.5261208, -73.6029277 45.5261386, -73.6029103 45.5261386, -73.6028596 45.5261949, -73.6030095 45.5262645, -73.6030859 45.5261875)))"
Baracca Rhumerie & Tapas,Mo-Su 15:00-03:00,bar,,,,,,,yes,"LINESTRING (-73.5784305 45.5282736, -73.578503 45.5283064, -73.5786896 45.5283911, -73.57874440000001 45.5283318, -73.57846739999999 45.5282099, -73.5784359 45.5282463, -73.5784507 45.5282576, -73.5784305 45.5282736)"
Baracca Rhumerie & Tapas,Mo-Su 15:00-03:00,bar,,,,,,,yes,"MULTIPOLYGON (((-73.57874440000001 45.5283318, -73.57846739999999 45.5282099, -73.5784359 45.5282463, -73.5784507 45.5282576, -73.5784305 45.5282736, -73.578503 45.5283064, -73.5786896 45.5283911, -73.57874440000001 45.5283318)))"
Pièces d'autos Hymus,"Mo-Fr 08:00-18:00, Sa 08:00-12:00",,,,,,,,retail,"LINESTRING (-73.7877001 45.4778346, -73.7877979 45.477789, -73.78788969999999 45.4777462, -73.7881513 45.4780217, -73.7879617 45.4781102, -73.7877001 45.4778346)"
Provi-Soir,Mo 07:00-23:30; Tu-Su 06:00-23:00,,,convenience,,,,,retail,"LINESTRING (-73.7312 45.4404991, -73.7311665 45.4403876, -73.7308848 45.4404292, -73.7309183 45.4405408, -73.7309802 45.4405317, -73.7312 45.4404991)"
Pièces d'autos Hymus,"Mo-Fr 08:00-18:00, Sa 08:00-12:00",,,,,,,,retail,"MULTIPOLYGON (((-73.7881513 45.4780217, -73.78788969999999 45.4777462, -73.7877979 45.477789, -73.7877001 45.4778346, -73.7879617 45.4781102, -73.7881513 45.4780217)))"
Provi-Soir,Mo 07:00-23:30; Tu-Su 06:00-23:00,,,convenience,,,,,retail,"MULTIPOLYGON (((-73.7312 45.4404991, -73.7311665 45.4403876, -73.7308848 45.4404292, -73.7309183 45.4405408, -73.7309802 45.4405317, -73.7312 45.4404991)))"
Vaporus,"Mo-Fr 10:00-21:00; Sa,Su 10:00-17:00",,,e-cigarette,,,,,retail,"LINESTRING (-73.7403458 45.4455616, -73.7405545 45.4455369, -73.74058580000001 45.4456669, -73.7403771 45.4456916, -73.7403458 45.4455616)"
Vaporus,"Mo-Fr 10:00-21:00; Sa,Su 10:00-17:00",,,e-cigarette,,,,,retail,"MULTIPOLYGON (((-73.74058580000001 45.4456669, -73.7405545 45.4455369, -73.7403458 45.4455616, -73.7403771 45.4456916, -73.74058580000001 45.4456669)))"
Garage Heinz,Mo-Fr 08:00-17:00,,,car_repair,,,,,commercial,"LINESTRING (-73.6144718 45.4681686, -73.61437909999999 45.4681227, -73.6142423 45.4681976, -73.6144358 45.4682881, -73.6145535 45.4681644, -73.6144997 45.4681392, -73.6144718 45.4681686)"
Centre Vétérinaire Laval,24/7,veterinary,,,,,,,yes,"LINESTRING (-73.78871599999999 45.5595185, -73.7888603 45.55975, -73.78955809999999 45.5595366, -73.7894137 45.5593051, -73.78871599999999 45.5595185)"
Garage Heinz,Mo-Fr 08:00-17:00,,,car_repair,,,,,commercial,"MULTIPOLYGON (((-73.6145535 45.4681644, -73.6144997 45.4681392, -73.6144718 45.4681686, -73.61437909999999 45.4681227, -73.6142423 45.4681976, -73.6144358 45.4682881, -73.6145535 45.4681644)))"
Centre Vétérinaire Laval,24/7,veterinary,,,,,,,yes,"MULTIPOLYGON (((-73.78955809999999 45.5595366, -73.7894137 45.5593051, -73.78871599999999 45.5595185, -73.7888603 45.55975, -73.78955809999999 45.5595366)))"
KGE Électronique,Mo-Fr 08:30-18:00; Sa 09:00-17:00,,,electronics,,,,,yes,"LINESTRING (-73.3883407 45.482251, -73.3883836 45.4823245, -73.3882263 45.4825517, -73.38815580000001 45.4825707, -73.38810239999999 45.4825851, -73.38746860000001 45.4823412, -73.3877116 45.4820171, -73.3883407 45.482251)"
KGE Électronique,Mo-Fr 08:30-18:00; Sa 09:00-17:00,,,electronics,,,,,yes,"MULTIPOLYGON (((-73.3883836 45.4823245, -73.3883407 45.482251, -73.3877116 45.4820171, -73.38746860000001 45.4823412, -73.38810239999999 45.4825851, -73.38815580000001 45.4825707, -73.3882263 45.4825517, -73.3883836 45.4823245)))"
Hôpital Vétérinaire Blainville,Mo-Fr 09:00-20:00; Sa 09:00-13:00,veterinary,,,,,,,yes,"LINESTRING (-73.8746261 45.6693068, -73.8744854 45.6692153, -73.8742862 45.669365, -73.8744269 45.6694564, -73.8746261 45.6693068)"
Hôpital Vétérinaire Blainville,Mo-Fr 09:00-20:00; Sa 09:00-13:00,veterinary,,,,,,,yes,"MULTIPOLYGON (((-73.8746261 45.6693068, -73.8744854 45.6692153, -73.8742862 45.669365, -73.8744269 45.6694564, -73.8746261 45.6693068)))"
Musée de Lachine,We-Su 09:00-16:29,,museum,,,,,,yes,"LINESTRING (-73.6665618 45.4301837, -73.6665641 45.4299984, -73.6663645 45.4299971, -73.66636219999999 45.4301825, -73.6665618 45.4301837)"
,Mo-Su 07:00-23:00,,,,,dog_park,,,,"LINESTRING (-73.6069991 45.4562829, -73.60734309999999 45.4562167, -73.6076041 45.4568839, -73.6072602 45.4569501, -73.6069991 45.4562829)"
Musée de Lachine,We-Su 09:00-16:29,,museum,,,,,,yes,"MULTIPOLYGON (((-73.6665641 45.4299984, -73.6663645 45.4299971, -73.66636219999999 45.4301825, -73.6665618 45.4301837, -73.6665641 45.4299984)))"
,Mo-Su 07:00-23:00,,,,,dog_park,,,,"MULTIPOLYGON (((-73.6076041 45.4568839, -73.60734309999999 45.4562167, -73.6069991 45.4562829, -73.6072602 45.4569501, -73.6076041 45.4568839)))"
Place Foch,24/7,,,,,park,,,,"LINESTRING (-73.8037386 45.5821131, -73.80409899999999 45.5820448, -73.80412560000001 45.5820001, -73.8040282 45.581756, -73.8039649 45.5817194, -73.8036177 45.5817697, -73.8037386 45.5821131)"
Shell,24/7,fuel,,,,,,,yes,"LINESTRING (-73.78837590000001 45.5798828, -73.7879732 45.5799462, -73.7880052 45.5800458, -73.7881141 45.5800287, -73.78817859999999 45.5802293, -73.788428 45.58019, -73.7883592 45.5799759, -73.7884036 45.5799689, -73.78837590000001 45.5798828)"
Place Foch,24/7,,,,,park,,,,"MULTIPOLYGON (((-73.80412560000001 45.5820001, -73.8040282 45.581756, -73.8039649 45.5817194, -73.8036177 45.5817697, -73.8037386 45.5821131, -73.80409899999999 45.5820448, -73.80412560000001 45.5820001)))"
Shell,24/7,fuel,,,,,,,yes,"MULTIPOLYGON (((-73.788428 45.58019, -73.7883592 45.5799759, -73.7884036 45.5799689, -73.78837590000001 45.5798828, -73.7879732 45.5799462, -73.7880052 45.5800458, -73.7881141 45.5800287, -73.78817859999999 45.5802293, -73.788428 45.58019)))"
McDonald's,24/7,fast_food,,,,,,,yes,"LINESTRING (-73.7493894 45.5410168, -73.7492957 45.5409317, -73.748918 45.5411357, -73.7490141 45.5412229, -73.7491892 45.5411284, -73.749205 45.5411428, -73.7493698 45.5410538, -73.7493516 45.5410373, -73.7493894 45.5410168)"
McDonald's,24/7,fast_food,,,,,,,yes,"LINESTRING (-73.4431781 45.4396422, -73.4430091 45.439585, -73.4428674 45.4397887, -73.4429291 45.4398103, -73.4428984 45.4398529, -73.44294979999999 45.4398719, -73.4429627 45.4398551, -73.4430016 45.4398702, -73.44301950000001 45.4398438, -73.4430401 45.4398492, -73.4431781 45.4396422)"
Ultramar,24/7,fuel,,,,,,,roof,"LINESTRING (-73.443212 45.4393394, -73.44326390000001 45.4392624, -73.4429501 45.4391584, -73.4428982 45.4392353, -73.443212 45.4393394)"
Brasserie Le Manoir Lachine,07:00-03:00,pub,,,,,,,yes,"LINESTRING (-73.69297520000001 45.4401353, -73.69265129999999 45.4401583, -73.6926138 45.4398986, -73.6929377 45.4398756, -73.69297520000001 45.4401353)"
Service Auto Speedy,Mo-Fr 08:00-18:00 St 8:00-12:00,,,car_repair,,,,,yes,"LINESTRING (-73.85625469999999 45.4504559, -73.8558888 45.4504819, -73.8558903 45.4504928, -73.85581139999999 45.4504984, -73.8558098 45.4504875, -73.8556458 45.4504991, -73.855628 45.4503756, -73.85578270000001 45.4503646, -73.8557837 45.4503715, -73.85587 45.4503671, -73.8558688 45.4503585, -73.855884 45.4503574, -73.8562368 45.4503324, -73.85625469999999 45.4504559)"
McDonald's,24/7,fast_food,,,,,,,yes,"MULTIPOLYGON (((-73.7493894 45.5410168, -73.7492957 45.5409317, -73.748918 45.5411357, -73.7490141 45.5412229, -73.7491892 45.5411284, -73.749205 45.5411428, -73.7493698 45.5410538, -73.7493516 45.5410373, -73.7493894 45.5410168)))"
McDonald's,24/7,fast_food,,,,,,,yes,"MULTIPOLYGON (((-73.4431781 45.4396422, -73.4430091 45.439585, -73.4428674 45.4397887, -73.4429291 45.4398103, -73.4428984 45.4398529, -73.44294979999999 45.4398719, -73.4429627 45.4398551, -73.4430016 45.4398702, -73.44301950000001 45.4398438, -73.4430401 45.4398492, -73.4431781 45.4396422)))"
Ultramar,24/7,fuel,,,,,,,roof,"MULTIPOLYGON (((-73.44326390000001 45.4392624, -73.4429501 45.4391584, -73.4428982 45.4392353, -73.443212 45.4393394, -73.44326390000001 45.4392624)))"
Brasserie Le Manoir Lachine,07:00-03:00,pub,,,,,,,yes,"MULTIPOLYGON (((-73.69297520000001 45.4401353, -73.6929377 45.4398756, -73.6926138 45.4398986, -73.69265129999999 45.4401583, -73.69297520000001 45.4401353)))"
Service Auto Speedy,Mo-Fr 08:00-18:00 St 8:00-12:00,,,car_repair,,,,,yes,"MULTIPOLYGON (((-73.85625469999999 45.4504559, -73.8562368 45.4503324, -73.855884 45.4503574, -73.8558688 45.4503585, -73.85587 45.4503671, -73.8557837 45.4503715, -73.85578270000001 45.4503646, -73.855628 45.4503756, -73.8556458 45.4504991, -73.8558098 45.4504875, -73.85581139999999 45.4504984, -73.8558903 45.4504928, -73.8558888 45.4504819, -73.85625469999999 45.4504559)))"
Couche-Tard,24/7,,,convenience,,,,,yes,"LINESTRING (-73.47873970000001 45.4793663, -73.4785787 45.4793663, -73.4785787 45.4792027, -73.47873970000001 45.4792027, -73.47873970000001 45.4793663)"
Pharmaprix,9:00-22:00,pharmacy,,,pharmacy,,,,yes,"LINESTRING (-73.6652759 45.5489821, -73.6653815 45.5487894, -73.664935 45.5486557, -73.664748 45.548972, -73.6651348 45.5490937, -73.6652759 45.5489821)"
Dilalo,Mo-Su_11:00-22:00,fast_food,,,,,,,retail,"LINESTRING (-73.5982435 45.4505632, -73.5981886 45.4504091, -73.5983767 45.4503761, -73.5984316 45.4505302, -73.5982435 45.4505632)"
Bibliothèque publique de Dollard-des-Ormeaux,"Mo-Th 10:00-21:00, Fr 10:00-18:00, Sa-Su 10:00-17:00",library,,,,,,,yes,"LINESTRING (-73.808425 45.4843884, -73.8085552 45.4843008, -73.80867859999999 45.4842941, -73.808803 45.4843604, -73.8088946 45.4844416, -73.8089636 45.4845028, -73.8091009 45.4845576, -73.80905989999999 45.4845882, -73.80912120000001 45.4846426, -73.808937 45.4847433, -73.8088116 45.4846124, -73.8086723 45.4845589, -73.8086143 45.4845035, -73.808425 45.4843884)"
